Emp_ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary
ZO701586,0.98,0.87,4,152,2,0,0,0,sales,high
LZ756822,0.16,0.51,3,262,6,0,0,0,sales,low
TS239597,0.83,0.68,4,273,2,0,0,0,sales,low
KL292218,0.65,0.77,3,233,2,0,0,0,sales,high
CB611968,0.95,0.64,3,262,3,0,0,0,sales,low
EX589269,0.67,0.67,3,183,3,0,0,0,accounting,medium
XE861905,0.53,0.88,3,150,3,1,0,0,accounting,high
JA680304,0.74,0.94,3,132,3,0,0,0,accounting,medium
TI233100,0.77,0.79,3,200,4,0,0,0,hr,medium
SP259589,0.13,0.72,4,148,5,0,0,0,hr,medium
MQ793767,0.82,0.92,3,187,3,1,0,0,hr,medium
IB625511,0.88,0.65,4,224,2,0,0,0,hr,high
OT266509,0.89,0.5,4,147,2,0,0,0,technical,medium
GP222313,0.85,0.51,3,153,4,0,0,0,technical,medium
CQ273486,0.93,0.87,5,154,2,0,0,0,technical,medium
ZV776877,0.62,0.7,5,270,3,0,0,0,technical,high
OU855099,0.58,0.96,3,202,2,0,0,0,technical,medium
PW565499,0.98,0.5,4,264,3,0,0,0,technical,high
VE238227,0.52,0.45,2,145,3,0,0,0,technical,low
VS276147,0.76,0.49,3,138,2,1,0,0,technical,medium
NQ788713,0.73,0.91,3,238,2,0,0,0,technical,medium
FA430333,0.74,0.64,4,147,5,0,0,0,technical,medium
TI496336,0.49,0.48,3,190,2,0,0,0,technical,medium
EH934755,0.91,0.97,4,183,3,0,0,0,support,low
BT321337,0.74,0.92,5,255,3,0,0,0,support,low
UK427816,0.86,0.82,4,252,4,0,0,0,support,low
WL151032,0.52,0.47,6,141,5,1,0,0,support,low
QK789043,0.95,0.81,3,260,2,0,0,0,support,low
BW360484,0.65,0.98,3,136,3,0,0,0,support,low
FP515954,0.7,0.56,4,182,2,0,0,0,support,low
FW285043,0.14,0.66,6,142,5,0,0,0,support,low
CF959313,0.92,0.53,2,261,4,0,0,0,support,low
SK453048,0.54,0.6,3,209,2,0,0,0,support,low
WS273054,0.76,0.95,2,156,4,0,0,0,support,high
NI332741,0.78,0.66,4,214,2,0,0,0,technical,low
MK573335,0.85,0.86,4,250,3,0,0,0,technical,low
BL158085,0.78,0.8,4,197,3,1,0,0,technical,low
AJ276420,0.55,0.72,3,149,3,0,0,0,management,low
AD571714,0.68,0.61,5,271,2,0,0,0,IT,high
ZA717947,0.91,0.68,4,187,2,0,0,0,IT,low
RR499218,0.76,0.56,3,154,2,0,0,0,IT,low
AL560433,0.15,0.67,4,264,3,0,0,0,IT,low
UE796186,0.95,0.6,2,144,3,0,0,0,IT,high
EV900902,0.74,0.37,6,200,3,0,0,0,product_mng,low
PV456340,0.92,0.56,5,197,2,1,0,0,product_mng,medium
KN879427,0.64,0.89,3,175,3,1,0,0,product_mng,high
GV617674,0.96,0.9,3,161,3,0,0,0,product_mng,medium
FE461432,0.21,0.72,3,245,6,0,0,0,IT,high
ST860214,0.85,0.67,3,167,4,0,0,0,RandD,medium
LL480630,0.52,0.86,5,168,3,0,0,0,RandD,medium
JG998248,0.54,0.81,5,261,6,0,0,0,RandD,medium
PY294487,0.56,0.81,5,274,4,0,0,0,RandD,medium
MN139751,0.59,0.79,4,181,3,0,0,0,RandD,medium
EZ571135,0.88,0.58,5,266,3,1,0,0,marketing,medium
PL293155,0.7,0.84,4,184,3,0,0,0,sales,medium
UW281166,0.95,0.58,3,193,2,0,0,0,accounting,medium
HS175234,0.83,0.88,3,217,2,1,0,0,support,high
RX700815,0.76,0.62,4,197,3,0,0,0,technical,low
YJ483708,0.82,0.92,5,252,3,0,0,0,management,medium
JZ900664,0.55,0.97,4,136,3,0,0,0,marketing,medium
IP929978,0.89,0.55,5,194,4,0,0,0,marketing,medium
NW520528,0.66,0.94,4,190,3,0,0,0,marketing,medium
NX548920,0.41,0.61,3,185,2,1,0,0,sales,medium
IF584997,0.83,0.77,3,232,2,1,0,0,sales,medium
ER732998,0.88,0.72,3,200,2,1,0,0,sales,medium
SZ720317,0.56,0.66,5,155,2,0,0,0,sales,medium
GZ457832,0.53,0.72,3,228,3,0,0,0,sales,medium
BU262090,0.8,0.41,3,188,4,0,0,0,sales,high
ED398310,0.95,0.78,4,245,3,0,0,0,sales,low
RT883376,0.9,0.88,4,205,2,0,0,0,sales,low
JK668507,0.5,0.97,4,269,3,0,0,0,sales,low
RQ808730,0.4,0.59,3,207,6,0,0,0,sales,high
MH333206,0.52,0.85,3,250,4,0,0,0,sales,low
NY443750,0.51,0.5,5,251,3,1,0,0,sales,low
IN441788,0.84,0.62,5,217,3,0,0,0,sales,low
RK618588,0.78,0.98,5,252,3,0,0,0,sales,high
VC629268,0.91,0.71,2,159,3,1,0,0,sales,low
DF747095,0.59,0.71,5,169,2,0,0,0,sales,low
TX471054,0.69,0.97,5,105,4,0,0,0,sales,low
WJ990486,0.87,0.93,4,268,2,0,0,0,sales,low
BN129884,0.66,1,5,145,2,0,0,0,sales,low
KT898232,0.5,0.54,4,165,3,0,0,0,accounting,low
FY214427,0.95,0.75,3,253,4,0,0,0,accounting,low
XG426506,0.77,0.64,3,254,3,0,0,0,accounting,medium
UK302218,0.66,0.5,3,218,2,0,0,0,hr,medium
GV798852,0.61,0.98,3,138,5,1,0,0,hr,medium
HW178267,0.7,0.87,5,239,3,0,0,0,hr,medium
GZ411984,0.89,0.71,5,182,2,1,0,0,hr,medium
DO660206,0.6,0.78,4,152,3,1,0,0,technical,medium
KS602755,0.62,0.51,3,222,3,1,0,0,technical,medium
US133624,0.59,0.9,2,219,2,1,0,0,technical,medium
TL253834,0.69,0.59,4,266,4,0,0,0,technical,medium
SD607154,0.36,0.94,3,113,5,1,0,0,technical,medium
ZA728553,0.59,0.93,4,146,3,0,0,0,technical,medium
GQ206578,0.5,0.51,5,238,4,0,0,0,technical,medium
HM552375,0.53,0.99,3,188,3,0,0,0,technical,high
FH914520,0.84,0.9,4,237,2,0,0,0,technical,low
EC266300,0.51,0.95,4,201,3,0,0,0,technical,medium
ZK624679,0.53,0.56,5,188,3,0,0,0,technical,medium
ZL778096,0.98,0.63,3,137,3,0,0,0,support,medium
PJ297540,0.95,0.81,4,263,3,0,0,0,support,medium
VY734640,0.13,0.76,5,217,3,0,0,0,support,low
AO956636,0.5,0.64,4,213,4,0,0,0,support,low
XE682779,0.93,0.76,3,244,3,0,0,0,support,low
BQ367228,0.5,0.87,3,252,2,0,0,0,support,low
KP425831,0.66,0.84,4,168,2,0,0,0,support,low
FH404558,0.89,0.79,4,212,3,0,0,0,support,low
YW612442,0.46,0.43,4,258,3,0,0,0,support,low
AH304835,0.67,0.6,4,210,3,0,0,0,support,low
AQ945960,0.96,0.9,4,246,3,0,0,0,support,low
HN312149,0.98,0.76,4,221,3,1,0,0,technical,low
LM326270,0.67,0.57,5,215,4,0,0,0,technical,low
TI777734,0.72,0.72,4,175,4,0,0,0,technical,low
QS942623,0.65,0.49,5,221,2,0,0,0,management,low
LY672639,0.72,0.67,5,219,3,0,0,0,IT,low
UJ638905,0.78,0.58,3,154,3,0,0,0,IT,low
WQ772502,0.93,0.56,3,266,2,0,0,0,IT,low
NT462505,0.73,0.85,5,224,4,0,0,0,IT,low
DR779214,0.2,0.57,4,269,5,1,0,0,IT,low
KJ721845,0.47,0.5,4,159,2,0,0,0,product_mng,low
DK165167,0.56,0.62,4,247,3,0,0,0,product_mng,low
TI418207,0.72,0.86,4,137,2,0,0,0,product_mng,low
TK563832,0.91,0.56,4,251,4,0,0,0,product_mng,medium
HI989920,0.79,0.49,5,210,3,0,0,0,IT,medium
VC193088,0.53,0.75,2,123,4,0,0,0,RandD,medium
DO817424,0.14,0.51,4,253,6,0,0,0,RandD,medium
KF647780,0.78,0.92,5,242,4,0,0,0,RandD,medium
RN985362,0.52,0.74,3,238,3,0,0,0,RandD,medium
BO803266,0.94,0.68,5,151,2,0,0,0,RandD,medium
ZN457787,0.83,0.8,4,158,4,0,0,0,marketing,medium
PR176758,0.44,0.68,2,120,2,0,0,0,marketing,medium
RQ319800,0.72,0.74,3,187,2,0,0,0,sales,medium
ZI427868,0.84,0.58,3,140,3,0,0,0,accounting,medium
SU961234,0.76,0.99,3,164,2,0,0,0,support,medium
DJ446492,0.92,0.94,5,253,2,0,0,0,technical,high
UR593561,0.58,0.93,5,235,2,0,0,0,management,low
VF936564,0.85,0.81,4,189,4,0,0,0,marketing,medium
DX495396,0.74,0.51,4,246,3,1,0,0,marketing,medium
JF970566,0.74,0.87,4,258,2,0,0,0,marketing,medium
OT586424,0.72,0.8,3,158,3,0,0,0,sales,medium
HN656466,0.76,0.98,4,173,3,1,0,0,sales,low
VO517493,0.85,0.72,3,201,3,0,0,0,sales,low
CX762396,0.82,0.49,5,185,3,0,0,0,sales,low
QV150415,0.6,0.93,5,270,3,1,0,0,sales,low
TL980185,0.39,0.64,3,152,2,0,0,0,sales,low
TT739117,0.83,0.53,3,211,4,1,0,0,sales,low
RM370696,0.7,0.92,3,162,3,1,0,0,sales,low
OR586990,0.84,0.97,4,253,2,1,0,0,sales,low
GU276079,0.9,0.77,4,236,3,0,0,0,sales,low
KY347490,0.18,0.84,4,231,5,0,0,0,sales,low
KO706495,0.52,0.71,2,231,2,0,0,0,sales,low
CS353199,0.87,0.51,4,233,3,0,0,0,sales,low
KZ930658,0.6,0.79,5,217,2,0,0,0,sales,low
VF572492,0.72,0.93,4,174,2,0,0,0,sales,low
WL996560,0.48,0.64,4,227,3,0,0,0,sales,low
BN712027,0.75,0.53,3,222,2,0,0,0,sales,low
LA326177,0.85,0.55,2,207,6,0,0,0,sales,low
QG596270,0.39,0.41,6,115,3,0,0,0,sales,low
XM703076,0.61,0.68,3,254,2,0,0,0,accounting,low
OG279663,0.6,0.61,4,170,3,0,0,0,accounting,low
JD281394,0.57,0.64,2,206,3,0,0,0,accounting,low
BJ560595,0.19,0.68,5,149,3,0,0,0,hr,medium
WW193127,0.48,0.77,3,197,3,0,0,0,hr,medium
XM709315,0.69,0.75,4,261,3,0,0,0,hr,medium
HF710470,0.7,0.55,4,256,4,0,0,0,hr,medium
BC489401,0.65,0.92,3,219,3,0,0,0,technical,medium
JX400188,0.81,0.96,4,143,3,1,0,0,technical,medium
VG626127,0.85,0.95,4,171,3,0,0,0,technical,medium
XL599066,0.93,0.76,4,207,2,0,0,0,technical,medium
PW139092,0.72,0.94,4,235,3,0,0,0,technical,medium
NC827643,0.49,0.55,2,173,3,0,0,0,technical,medium
XU613529,0.94,0.47,5,131,6,0,0,0,technical,medium
JW147936,0.81,0.84,4,143,2,0,0,0,technical,medium
BX558743,0.92,0.78,5,193,4,0,0,0,technical,high
IV970079,0.97,0.82,3,135,2,0,0,0,technical,low
GD233102,0.98,0.61,4,265,2,1,0,0,technical,medium
KI866853,0.44,0.45,3,133,2,1,0,0,support,medium
PJ676992,0.72,0.87,4,184,4,0,0,0,support,medium
LG894803,0.8,0.73,5,135,3,0,0,0,support,medium
TE330166,0.6,0.72,4,267,4,0,0,0,support,low
WN398279,0.89,0.65,4,184,3,0,0,0,support,low
OW579624,0.69,0.57,5,227,2,0,0,0,support,low
TT772350,0.54,0.81,4,257,2,0,0,0,support,low
CC268316,0.97,0.75,5,235,3,1,0,0,support,low
EE506697,0.37,0.4,4,161,2,0,0,0,support,low
NS796803,0.73,0.52,4,215,3,0,0,0,support,low
IZ441898,0.57,0.69,4,146,3,0,0,0,support,low
KL683929,0.86,0.66,4,191,2,0,0,0,technical,low
XG967058,0.83,0.85,4,261,3,0,0,0,technical,low
AK722620,0.19,0.52,5,200,5,0,0,0,technical,low
BV713306,0.55,0.93,4,239,4,0,0,0,management,low
HN456725,0.6,0.65,4,160,2,0,0,0,IT,low
FY662013,0.62,0.71,3,177,3,1,0,0,IT,low
ZI485039,0.65,0.55,5,215,2,0,0,0,IT,low
CN264162,0.4,0.48,4,97,2,0,0,0,IT,low
OJ594107,0.82,0.78,5,231,2,1,0,0,IT,low
CO954466,0.75,0.69,2,257,2,1,0,0,product_mng,low
FF131897,0.83,0.53,3,232,3,1,0,0,product_mng,low
VQ655122,0.77,0.78,4,212,3,0,0,0,product_mng,low
MH314071,0.59,0.98,4,198,3,0,0,0,product_mng,low
LT351710,0.8,0.79,5,240,4,0,0,0,IT,medium
IV208383,0.84,0.55,3,242,3,0,0,0,RandD,medium
DC310617,0.88,0.71,4,250,3,0,0,0,RandD,medium
CX869981,0.37,0.9,3,229,6,0,0,0,RandD,medium
HO229982,0.88,0.66,4,133,2,0,0,0,RandD,medium
UW468928,0.69,0.85,3,200,2,0,0,0,RandD,medium
JA777103,0.54,0.49,2,155,2,1,0,0,marketing,medium
WA858502,0.76,0.57,5,139,4,0,0,0,sales,medium
AK534160,0.51,0.58,4,272,3,0,0,0,accounting,medium
LP772957,0.16,0.52,3,100,4,0,0,0,support,medium
HW812544,0.65,0.6,5,160,3,0,0,0,technical,medium
OJ273938,0.54,0.81,5,195,4,0,0,0,management,medium
CF730358,0.66,0.68,4,152,3,0,0,0,marketing,high
MM491118,0.95,0.65,5,182,3,0,0,0,marketing,low
VI167601,0.83,0.57,3,137,2,0,0,0,marketing,medium
CN964223,0.98,0.84,4,182,3,0,0,0,sales,medium
QW809314,0.72,0.72,3,217,2,0,0,0,sales,medium
IG966762,0.71,0.62,4,192,4,0,0,0,sales,medium
LS218563,0.36,0.65,3,116,2,1,0,0,sales,low
TI411067,0.55,0.65,4,170,4,0,0,0,sales,low
IN470925,0.64,0.52,3,223,3,0,0,0,sales,low
YN699819,0.62,0.57,3,174,2,0,0,0,sales,low
QZ528128,1,0.95,3,193,6,0,0,0,sales,low
AV597085,0.91,0.91,6,167,2,1,0,0,sales,low
KK390456,0.81,0.67,4,225,3,0,0,0,sales,low
CI295671,0.71,0.92,4,248,3,1,0,0,sales,low
KW442744,0.97,0.74,3,104,5,0,0,0,sales,low
XO396818,0.75,0.86,6,148,4,0,0,0,sales,low
WQ957375,0.68,1,3,148,4,1,0,0,sales,low
ZL481200,0.87,0.68,5,187,3,0,0,0,sales,low
ZB983795,0.96,0.57,3,151,2,0,0,0,sales,low
UI368784,0.41,0.86,6,215,5,0,0,0,sales,low
FB227881,0.81,0.61,4,142,4,0,0,0,sales,low
VV682121,0.68,1,6,258,5,0,0,0,sales,low
DL839965,0.63,0.56,4,228,3,0,0,0,accounting,low
MI754859,0.6,0.84,2,221,3,0,0,0,accounting,low
XE579081,0.66,0.97,3,263,3,0,0,0,accounting,medium
YM288068,0.69,0.82,4,273,4,0,0,0,hr,medium
WW902796,0.23,0.37,3,247,4,0,0,0,hr,medium
RD269062,0.52,0.63,3,225,3,0,0,0,hr,medium
YZ849224,0.65,0.86,4,269,2,1,0,0,hr,medium
WE363968,0.78,0.4,6,174,3,0,0,0,technical,medium
KN920293,0.6,0.65,5,201,2,0,0,0,technical,medium
DE151520,0.9,0.62,3,254,3,0,0,0,technical,medium
ZT667443,0.59,0.95,5,254,2,0,0,0,technical,medium
LM480789,0.89,0.78,3,185,2,1,0,0,technical,medium
CM412280,0.96,0.85,4,200,4,0,0,0,technical,medium
WO170088,0.68,0.76,3,190,3,1,0,0,technical,medium
PX178989,0.52,0.72,2,160,2,0,0,0,technical,high
UX762307,0.68,0.94,3,264,2,0,0,0,technical,low
AI511293,0.6,0.59,3,172,3,0,0,0,technical,medium
GL614940,0.28,0.83,5,279,4,0,0,0,technical,medium
HG393583,0.98,0.54,5,260,3,0,0,0,support,medium
FY447633,0.67,0.52,4,262,2,0,0,0,support,medium
ML988004,0.86,0.6,5,134,2,1,0,0,support,low
JI386985,0.83,0.9,3,195,3,0,0,0,support,low
SQ663655,0.79,0.86,3,139,3,0,0,0,support,low
OI131201,0.54,0.86,4,205,5,0,0,0,support,low
JF582195,0.51,0.86,5,212,2,0,0,0,support,low
WH932044,0.75,0.65,4,148,2,0,0,0,support,low
KF189748,0.51,0.67,4,228,3,0,0,0,support,low
OD702294,0.73,0.74,5,230,3,0,0,0,support,low
YT962265,0.17,0.4,4,286,3,0,0,0,support,low
DU650642,0.88,0.59,4,142,3,0,0,0,technical,low
NB982819,0.76,0.79,3,161,3,0,0,0,technical,low
ET205049,0.29,0.77,3,152,3,1,0,0,technical,low
MG223981,0.62,0.97,4,266,3,0,0,0,management,low
RK566085,0.5,0.85,2,143,3,0,0,0,IT,low
ER409663,0.16,0.65,5,165,3,0,0,0,IT,low
XP144288,0.18,0.99,4,204,6,0,0,0,IT,low
QY759564,0.86,0.68,4,170,2,0,0,0,IT,low
UG390550,0.68,0.52,5,203,3,0,0,0,IT,low
JA401926,0.68,0.85,3,199,3,0,0,0,product_mng,low
DM391285,0.89,0.78,4,223,3,0,0,0,product_mng,low
DO499280,0.86,0.88,4,220,2,0,0,0,product_mng,low
XG989586,0.43,0.41,4,190,3,0,0,0,product_mng,medium
WK449865,0.85,0.58,4,143,6,1,0,0,IT,medium
LC944680,0.94,0.8,5,111,4,0,0,1,RandD,medium
XF136329,0.58,0.71,4,145,3,1,0,1,RandD,medium
WI640808,0.43,0.6,3,138,3,0,0,1,RandD,medium
SE945121,0.72,0.49,3,203,3,0,0,1,RandD,medium
OY553576,0.95,0.96,5,175,3,1,0,1,RandD,medium
KW554477,0.35,0.67,3,119,3,0,0,1,marketing,medium
KP367266,0.77,0.79,3,157,3,0,0,1,sales,medium
YU207259,0.74,0.7,5,135,2,0,0,1,accounting,medium
NB495196,0.5,0.6,4,200,2,0,0,1,support,medium
NN146656,0.87,0.56,4,121,2,0,0,1,technical,medium
KS306283,0.55,0.48,3,162,3,0,0,1,management,high
MS706251,0.8,0.65,3,135,3,0,0,1,marketing,low
KC725798,0.49,0.52,4,183,2,0,0,1,marketing,medium
RL535625,0.54,0.92,4,228,3,0,0,1,marketing,medium
XR931932,0.21,0.87,4,148,5,0,0,0,sales,medium
OJ373883,0.77,0.77,3,219,2,0,0,0,sales,medium
WL608061,0.53,0.73,4,147,3,0,0,0,sales,low
DM526849,0.89,0.49,5,165,6,0,0,0,sales,low
LC722459,0.25,0.59,4,218,3,1,0,0,sales,low
NW681132,0.53,0.59,3,231,2,0,0,0,sales,low
BL240188,0.44,0.45,2,124,3,0,0,0,sales,low
KZ314083,0.7,0.44,2,131,2,0,0,0,sales,low
TT646269,0.54,0.76,3,199,4,0,0,0,sales,low
CQ818981,0.9,0.56,3,220,3,0,0,0,sales,low
PL351295,0.69,0.8,5,215,3,0,0,0,sales,low
GZ905103,0.78,0.59,4,180,3,0,0,0,sales,low
HI932333,0.91,0.49,6,272,6,0,0,0,sales,low
YY435875,0.92,0.61,2,228,2,0,0,0,sales,low
LO798029,0.96,0.88,3,168,2,0,0,0,sales,low
VB377344,0.8,0.77,4,205,2,0,0,0,sales,low
CR157659,0.52,0.67,3,244,3,0,0,0,sales,low
LM583649,0.52,0.97,3,185,2,0,0,0,sales,low
VU434906,0.93,0.96,5,135,3,1,0,0,sales,low
TP523634,0.89,0.9,4,160,2,0,0,0,accounting,low
LG492212,0.83,0.61,4,262,4,0,0,0,accounting,low
YB270483,0.7,0.84,6,225,6,0,0,0,accounting,low
EX917374,0.89,0.74,4,174,2,0,0,0,hr,low
TX260306,0.21,0.37,6,266,3,0,0,1,hr,medium
UY711867,0.67,0.78,4,241,4,0,0,1,hr,medium
AR348236,0.73,0.97,3,245,2,0,0,1,hr,medium
LK480140,0.85,0.51,3,261,4,0,0,1,technical,medium
FQ286953,0.54,0.85,4,157,3,0,0,1,technical,medium
GD829804,0.74,0.94,3,286,6,0,0,1,technical,medium
MD316345,0.71,0.65,4,263,2,1,0,1,technical,medium
JX457743,0.76,0.52,2,229,3,0,0,1,technical,medium
OC369500,0.85,0.5,4,159,2,0,0,1,technical,medium
EN639587,0.82,0.89,4,196,3,0,0,1,technical,medium
VT299313,0.71,0.79,4,133,3,0,0,1,technical,medium
YT247322,0.79,0.65,5,228,3,0,0,1,technical,medium
XR779363,0.86,0.56,4,247,3,0,0,1,technical,high
VH682639,0.9,0.78,5,215,3,0,0,1,technical,low
YL940330,0.65,0.8,6,233,3,1,0,1,support,medium
JX663580,0.53,0.74,5,237,2,0,0,1,support,medium
TI959424,0.51,0.91,4,269,5,0,0,1,support,medium
AD743592,1,0.76,6,246,3,1,0,1,support,medium
PG670190,0.92,0.82,4,168,3,0,0,1,support,low
LY307714,1,0.59,3,168,3,0,0,1,support,low
ET298265,0.23,0.67,4,163,5,0,0,1,support,low
CM223922,0.52,0.77,3,142,2,0,0,1,support,low
GT278609,0.8,0.83,4,183,2,1,0,1,support,low
JE535767,0.59,0.72,4,264,3,0,0,0,support,low
SV598064,0.75,0.55,2,184,2,0,0,0,support,low
RN192930,0.99,0.58,4,138,3,0,0,0,technical,low
KC517400,0.57,0.76,3,195,3,0,0,0,technical,medium
IE881871,0.87,0.95,4,251,3,0,0,0,technical,medium
XT785612,0.52,0.47,3,108,5,0,0,0,management,medium
XL175917,0.57,0.9,3,144,2,0,0,0,IT,medium
PG411773,0.32,0.77,6,112,4,0,0,0,IT,medium
VM238027,0.66,0.81,2,201,3,0,0,0,IT,medium
GS135293,0.53,0.8,4,204,3,0,0,0,IT,medium
NC552058,0.55,0.62,5,226,3,0,0,0,IT,medium
IX197413,0.66,0.9,3,217,4,0,0,0,product_mng,medium
UZ731737,0.69,0.92,4,149,2,0,0,0,product_mng,medium
GA442222,0.67,0.99,5,237,3,0,0,0,product_mng,medium
WU583756,0.75,0.37,3,256,3,0,0,0,product_mng,medium
RN887546,0.7,0.98,4,194,2,0,0,0,IT,medium
HW291311,0.71,0.74,3,202,2,0,0,0,RandD,medium
KD561683,0.97,0.6,5,133,2,0,0,0,RandD,medium
PO234356,0.5,0.48,3,246,3,0,0,0,RandD,medium
JB832888,0.34,0.92,3,206,3,0,0,0,RandD,medium
DO319173,0.67,0.74,3,204,3,0,0,0,RandD,medium
EL945976,0.78,0.98,4,157,3,0,0,0,marketing,medium
CY177419,0.52,0.91,4,187,2,0,0,0,sales,medium
FH750541,0.91,0.51,2,211,2,0,0,0,accounting,medium
FM852684,0.79,0.92,3,204,3,0,0,0,support,medium
XZ849462,0.83,0.53,5,182,2,1,0,0,technical,medium
YE281135,0.74,0.76,3,244,3,0,0,0,management,medium
RV780557,0.77,0.97,3,184,3,1,0,0,marketing,medium
NR656192,0.49,0.71,2,117,3,0,0,0,marketing,high
GF352992,0.94,0.89,3,230,3,1,0,0,marketing,high
LX243451,0.99,0.91,3,241,2,0,0,0,sales,high
TG746705,0.69,0.84,3,227,3,1,0,0,sales,high
WQ766801,0.88,0.59,5,147,4,0,0,0,sales,high
ZK809582,0.89,0.9,3,240,3,0,0,0,sales,high
MM411513,0.8,0.58,4,238,2,0,0,0,sales,high
HW200646,0.22,0.89,4,262,4,0,0,0,sales,high
MD615524,0.87,0.83,4,215,2,0,0,0,sales,high
GM127793,0.66,0.66,3,211,4,0,0,0,sales,high
YE678279,0.9,0.68,3,156,3,1,0,0,sales,high
WT431385,0.95,0.54,4,180,5,0,0,0,sales,high
MT261233,0.49,0.56,4,260,6,0,0,0,sales,low
IL806889,0.71,0.68,4,228,2,0,0,0,sales,low
EN988441,0.2,0.96,2,249,3,0,0,0,sales,low
TM331850,0.95,0.64,3,242,5,1,0,0,sales,low
GN995582,0.68,0.8,2,254,2,1,0,0,sales,low
XG936200,0.93,0.68,3,272,2,1,0,0,sales,low
ZY792396,0.85,0.57,5,210,3,0,0,0,sales,low
KC133554,0.82,0.68,3,140,2,0,0,0,sales,low
YH673089,0.87,0.42,5,252,5,0,0,0,sales,low
SG351222,0.88,0.84,3,266,3,0,0,0,accounting,low
UY894404,0.98,0.79,4,138,3,0,0,0,accounting,low
KP556534,0.89,0.98,3,220,3,0,0,0,accounting,low
SK495929,0.92,0.51,5,214,3,0,0,0,hr,low
DN170919,0.48,0.6,2,121,5,0,0,0,hr,low
OV457310,0.67,0.49,4,195,3,0,0,0,hr,low
TU373151,0.84,0.55,3,135,3,0,0,0,hr,medium
JN654692,0.97,0.78,4,261,2,0,0,0,technical,medium
HE444680,0.65,0.53,5,205,3,1,0,0,technical,medium
BA885083,0.79,0.87,5,240,2,1,0,0,technical,medium
IA331063,0.75,0.75,2,141,4,0,0,0,technical,medium
IB386521,0.69,0.64,4,200,3,0,0,0,technical,medium
VE371384,0.85,0.6,4,257,3,0,0,0,technical,medium
ZC731446,0.34,0.41,2,141,3,0,0,0,technical,medium
QC135296,0.97,0.68,3,185,2,0,0,0,technical,medium
OY521445,0.39,0.99,6,235,6,0,0,0,technical,medium
TW189048,0.54,0.81,4,264,4,0,0,0,technical,medium
ZD411764,0.78,0.67,4,260,3,0,0,0,technical,medium
ON506824,0.49,0.79,4,158,3,0,0,0,support,high
TW591031,0.17,0.83,6,195,5,0,0,0,support,high
GK611807,0.98,0.81,3,180,2,1,0,0,support,high
LM871449,0.9,1,2,114,5,0,0,0,support,high
RZ799245,0.24,0.89,5,228,4,1,0,0,support,high
LP610578,0.92,0.79,5,243,3,1,0,0,support,high
FY189581,0.36,0.72,3,179,3,0,0,0,support,high
PG161114,0.19,0.76,2,158,3,0,0,0,support,high
QY891854,0.75,0.76,4,254,4,0,0,0,support,low
XJ610903,0.91,0.81,3,220,3,1,0,0,support,low
BG682055,0.72,0.95,5,171,3,0,0,0,support,low
SZ553085,0.62,0.64,4,142,2,0,0,0,technical,low
DY934176,0.97,0.75,3,241,2,0,0,0,technical,low
JR903772,0.69,0.64,3,275,3,0,0,0,technical,low
TP178734,0.98,0.56,3,157,2,0,0,0,management,low
GS556799,0.62,0.53,5,169,3,0,0,0,IT,low
YC940534,0.59,0.82,2,233,2,0,0,0,IT,medium
YZ629028,0.73,0.98,4,160,3,0,0,0,IT,medium
WP254693,0.71,0.79,3,189,3,0,0,0,IT,medium
ZU168104,0.85,0.58,4,273,4,0,0,0,IT,medium
LG207888,0.8,0.94,4,141,3,1,0,0,product_mng,medium
QQ288241,0.48,0.38,3,134,3,0,0,0,product_mng,medium
RX859527,0.64,0.4,3,248,3,0,0,0,product_mng,medium
DW150923,0.19,0.64,6,222,5,0,0,0,product_mng,medium
TI874118,0.82,0.69,5,219,3,0,0,0,IT,medium
CO233678,0.99,0.96,4,202,3,0,0,0,RandD,medium
FE449882,0.45,0.58,3,200,2,0,0,0,RandD,medium
WO787993,0.89,0.89,3,138,2,0,0,0,RandD,medium
QI516925,0.75,0.78,4,158,5,1,0,0,RandD,medium
YB281287,0.8,0.86,3,136,2,0,0,0,RandD,medium
ZM960083,0.78,0.49,4,222,2,0,0,0,marketing,medium
ST528276,0.95,0.76,3,236,2,1,0,0,sales,medium
JN523893,0.68,0.67,4,135,2,0,0,0,accounting,medium
CH982924,0.82,0.97,5,235,3,0,0,0,support,medium
OS305148,0.9,0.69,4,274,2,0,0,0,technical,medium
TT718031,0.59,0.99,3,235,2,0,0,0,management,medium
EL395623,0.66,0.57,3,169,4,1,0,0,marketing,medium
PR660175,0.63,0.56,5,286,4,0,0,0,marketing,medium
KL386079,0.73,0.78,3,166,2,0,0,0,marketing,medium
HW445484,0.63,0.93,3,236,4,0,0,0,sales,high
WW796714,0.87,0.62,5,197,2,0,0,0,sales,low
TW416730,0.62,0.87,6,169,2,1,0,0,sales,medium
TJ184176,0.53,0.9,3,210,3,0,0,0,sales,medium
OI419583,0.94,0.83,4,156,2,0,0,0,sales,medium
PS254716,0.94,0.55,5,231,2,0,0,0,sales,medium
YR641274,0.55,0.64,3,101,2,1,0,0,sales,medium
BD483443,0.58,0.72,4,259,3,0,0,0,sales,medium
GC746913,0.98,0.88,5,203,5,1,0,0,sales,medium
CV785142,0.74,0.76,5,255,4,0,0,0,sales,medium
WS168947,0.65,0.48,3,131,3,1,0,0,sales,medium
